review,rating,clean_review,sentiment
good,5,good,positive
aplikasi buruk,1,aplikasi buruk,negative
POKOKNYA KECEWA !,1,pokok kecewa,negative
"kai pay nya gk fungsi, pas bayar tiket gk fungsi, buat bayar via qris gk masuk, saran saya kalo topup kai pay seperlunya aja",1,kai pay nya gk fungsi pas bayar tiket gk fungsi buat bayar via qris gk masuk saran kalo topup kai pay perlu aja,negative
ok,5,,positive
baik,5,baik,positive
"diperbaiki lagi Min, biar user friendly",4,baik min biar user friendly,positive
mantap serba praktis,5,mantap serba praktis,positive
pelayanan oke,5,layan oke,positive
"pas install aplikasi bolak balik masukin kode otp sampe ganti beberapa kali kode otp nggk bisa terus. padahal sinyal bagus, kuota full.",1,pas install aplikasi bolak balik masukin kode otp sampe ganti beberapa kali kode otp nggk terus padahal sinyal bagus kuota full,negative
top mudah,5,top mudah,positive
ok,5,,positive
Pembayaran pakai Qris sering gak kebaca di aplikasi J-Connect bank Jatim. Mesti crop dulu khusus bagian Barkode baru kebaca. Mungkin download qris nya bisa lebih simpel hanya menampilkan qris saja tanpa tulisan dan tampilan yang terlalu panjang ke bawah,4,bayar pakai qris sering gak baca aplikasi jconnect bank jatim mesti crop dulu khusus bagi barkode baru baca mungkin download qris nya lebih simpel tampil qris tanpa tulis tampil terlalu panjang bawah,positive
mantap...,5,mantap,positive
MIN! kok daftar penumpang saya kok hilang habis update?,2,min kok daftar tumpang kok hilang habis update,negative
"kalau sudah ada jadwal pemberangkatan harusnya ditepatin, ini jadwalnya kapan berangkat kapan, yang rugi pelanggan bukan perusahaan",1,kalau ada jadwal berangkat harus ditepatin jadwal kapan berangkat kapan rugi langgan bukan usaha,negative
buruk tidak bisa diorder,1,buruk bisa order,negative
apk ini sungguh membantu dengan baik.tidak susah untuk memesan tiket,5,apk sungguh bantu baiktidak susah mes tiket,positive
selalu okeee,5,selalu okeee,positive
makasih,5,makasih,positive
mudah,5,mudah,positive
ok,5,,positive
"teruntuk PT.kai rute jadwal dikondisikan jika terjadi suatu kendala perlintasan rel kereta api, jangan sampai kejadian bintaro paledang terjadi lagi, keselamatan penumpang prioritas utama PT. kai",5,untuk ptkai rute jadwal kondisi jadi suatu kendala lintas rel kereta api jangan jadi bintaro paledang jadi selamat tumpang prioritas utama pt kai,positive
apasih mau beli juga susah bikin terlambat aja deh,1,apasih mau beli susah bikin lambat aja deh,negative
mohon maaf. saya mau memasukan nomor telepon/gmail.saya sudah memasukan nomor telepon terus ada tulisan. nomor telepon anda belum terdaftar padahal sudah terdaftar. pas saya memasukan gmail saya. sama tulisannya. gmail anda belum terdaftar. kenapa mohon di balas ya🙏🙏🙏dan ketika ngirim kode lama banget hampir 2 jam belum di kirim saya menunggu lama banget sampe 5jam kode nya belum di kirim kesel deh padahal mau beli tiket untuk mudik pas lebaran tolong kirim kode nya yang cepet ya jangan 5 jam,1,mohon maaf mau pasu nomor telepongmailsaya pasu nomor telepon terus tulis nomor telepon daftar padahal daftar pas pasu gmail sama tulis gmail daftar mohon balas ya dan ngirim kode lama banget hampir jam belum di kirim tunggu lama banget sampe jam kode nya belum di kirim kesel deh padahal mau beli tiket mudik pas lebaran kirim kode nya cepet jangan jam,negative
bagus,5,bagus,positive
Terbaik,5,baik,positive
"developer ini bercanda apa gmn? di aplikasi booking max cuma bs di 22 Mar 2026, di OTA semua tgl di bulan Maret kebuka, sangat tidak user friendly",1,developer canda apa gmn aplikasi booking max cuma bs mar ota semua tgl bulan maret buka sangat user friendly,negative
"Udah gabisa lagi beli token via kai access, menunya sudah dihapus.",1,udah gabisa beli token via kai access menu hapus,negative
good application,5,good application,positive
"kenapa loading terus sih, mau liat jdwal kereta kan jadi ga bisaa",4,loading terus sih mau liat jdwal kereta kan jadi ga bisaa,positive
harus versi androit brp sih kok gak bs dibuka,1,versi androit brp sih kok gak bs buka,negative
"habis reset hp, kog tidak bisa login ya? 1 bintang dulu, kalau sudah bisa install & booking lagi kayak dulu bintang 5.",1,habis reset hp kog bisa login bintang dulu kalau bisa install booking kayak dulu bintang,negative
bagus,5,bagus,positive
the best banget ini aplikasi mempermudah perjalanan. bayar ga ribet gampang di akses...terima kasih KAI yang sudah melayani masyarakat kecil jadi mudah aman dan nyaman dalam perjalanan.,5,the best banget aplikasi mudah jalan bayar ga ribet gampang aksesterima kasih kai sudah layan masyarakat kecil jadi mudah aman nyaman jalan,positive
update terbaru gak support android 16 aneh padahal sebelumnya bisa,1,update baru gak support android aneh padahal belum,negative
mudah digunakan,5,mudah guna,positive
sangat membantu,5,sangat bantu,positive
"bagus, sangat cepat respon customer service nya",5,bagus sangat cepat respon customer service nya,positive
sangat Bagus,5,sangat bagus,positive
bagus,5,bagus,positive
"kadang eror , masa tiba2 timeout",1,kadang eror masa tiba timeout,negative
ok bgt,5,bgt,positive
good,5,good,positive
ok,3,,neutral
"aplikasinya membantu, tapi pemeliharaan mulu.",2,aplikasi bantu pelihara mulu,negative
josjis pokoknya,5,josjis pokok,positive
aplikasi kalo ke close bentar Uda balik lagi awal,3,aplikasi kalo close bentar uda balik awal,neutral
Bagus,5,bagus,positive
Good,5,good,positive
"kenapa tidak bisa transfer tiket ya, kode otp selalu tidak valid... padahal otp yg saya masukan adalah otp terbaru yg dikirim via email. mohon diperbaiki, nanti saya ganti bintang 5",5,transfer tiket kode otp selalu tidak valid padahal otp yg masuk otp baru yg kirim via email mohon baik saya ganti bintang,positive
gak bisa pesen tiket.. upgade ke basic susah,2,gak sen tiket upgade basic susah,negative
membantu sekali dalam pemilihan jadwal sesuai dengan kebutuhan,5,bantu sekali pilih jadwal sesuai butuh,positive
"parah pake jaringan wifi gak masuk,pake data dlu biar masuk,jadi telat gw pesan tiket gara beli kuota data",2,parah pake jaring wifi gak masukpake data dlu biar masukjadi telat gw pesan tiket gara beli kuota data,negative
mudah untuk digunakan. friendly aps,5,mudah guna friendly aps,positive
di upgrade bukan tambah bagus malah tmbah susah masa gak bisa tf lewat bank indomaret juga gak bisa gimana sih,1,upgrade bukan tambah bagus malah tmbah susah masa gak tf lewat bank indomaret gak gimana sih,negative
terbaikkkkk,5,terbaikkkkk,positive
"gmn sih ni apk, tiap hr buka buat pesen kereta tp kereta blm tersedia terus yg tersedia cuma smpe tgl 9maret tgl seterusnya blm ada, giliran buka apk sebelah ternyata kereta udh ada dan udh habis, sangat kecewa",1,gmn sih ni apk tiap hr buka buat sen kereta tp kereta blm sedia terus yg sedia cuma smpe tgl maret tgl blm gilir buka apk belah nyata kereta udh dan udh habis sangat kecewa,negative
"setelah update access by KAI tidak bisa lagi , bermasalah semoga bisa segera diperbaiki",4,update access by kai masalah moga bisa segera baik,positive
saya gak suka,1,gak suka,negative
okkk,5,okkk,positive
josjis,5,josjis,positive
KAI commuter apakah aplikasi ini bisa kasih tau dan menyediakan info tentang pelacakan posisi kereta seperti armada yang akan tiba yaitu krl jr205 tm6000 inka ie305/crrc sfc 120v mohon konfirmasinya,5,kai commuter aplikasi bisa kasih tau sedia info lacak posisi kereta armada akan tiba krl jr tm inka iecrrc sfc v mohon konfirmasi,positive
"aplikasi yang sangat fleksibel, akhirnya akses buat melakukan pemesanan dan pembatalan lebih mudah",5,aplikasi sangat fleksibel akhir akses buat laku mesan batal lebih mudah,positive
Tak bisa update kl hp old....harusnya gak gitu.Masak aplikasi ngikuti update produk hp sama aja hrs ganti hp kl sdh gak bs update.,1,tak update kl hp oldharusnya gak gitumasak aplikasi ngikuti update produk hp sama aja hrs ganti hp kl sdh gak bs update,negative
rudet ah dikit2 hrus update g nyampe sebulan hrus updat ga kaya aplikasi lain,3,rudet ah dikit hrus update g nyampe bulan hrus updat ga kaya aplikasi,neutral
kenapa si aplikasinya suka eror. kadang mau beli tiket aplikasinya gak bisa dipake harus di uninstall dulu trus di install lagi baru bisa.😏,3,si aplikasi suka eror kadang mau beli tiket aplikasi gak dipake uninstall dulu trus di install baru bisa,neutral
kenapa apknya sulit sekali daftar dan juga akun sering keluar sendiri dan untuk masuk lagi sulit?,2,apknya sulit sekali daftar juga akun sering keluar sendiri untuk masuk sulit,negative
good,5,good,positive
jasa ganti jadwal nya mahal,5,jasa ganti jadwal nya mahal,positive
mantap,5,mantap,positive
Kali ini bintang satu... baru pertama kali telat CUMAN 1 menit karena kejebak macet.... tapi ga ada refund.... minimal setengah nya atuh...,1,kali bintang satu baru pertama kali telat cuman menit jebak macet ga refund minimal tengah nya atuh,negative
saya tapi mumet.. onlinenya,5,tapi mumet onlinenya,positive
mantap,5,mantap,positive
"sedih bngt tiap naik kreta mau beli makan railfood nggak bisa, minta tolong diperbarui dong kak sistemnya",2,sedih bngt tiap naik kreta mau beli makan railfood bisa minta baru dong kak sistem,negative
Bagus,5,bagus,positive
"notifikasi mengganggu, banyak bug",2,notifikasi ganggu banyak bug,negative
LEMOT!!!!,1,lot,negative
Bagus,5,bagus,positive
"apk access sering gangguan dalam mencari tiket, bukan masalah sinyal atau salah dalam pencarian, tpi memang dari sistem, tiket tidak bisa tampil ditanggal yg dicari bukan karena habis.",2,apk access sering ganggu cari tiket bukan masalah sinyal salah cari tpi memang sistem tiket bisa tampil tanggal yg cari bukan habis,negative
"mau daftar member basic verifikasi email tidak bisa, id telah terdaftar",1,mau daftar member basic verifikasi email bisa id daftar,negative
susah di download,5,susah download,positive
puas,4,puas,positive
sangat membantu,5,sangat bantu,positive
keren,5,keren,positive
Bagus cuma tiket pagi cepet habis tolong armada di tambah kan utk transportasi di pagi hari na,3,bagus cuma tiket pagi cepet habis armada tambah kan utk transportasi pagi hari na,neutral
tidak bisa login,4,bisa login,positive
cocok disyaa,5,cocok disyaa,positive
baik aman terpercaya,5,baik aman percaya,positive
sekarang ribet bgt mau pesan tiket nya,1,sekarang ribet bgt mau pesan tiket nya,negative
"Alhamdulillaah semakin mudah utk mbdptkan tiket kereta,",5,alhamdulillaah makin mudah utk mbdptkan tiket kereta,positive
bagus,5,bagus,positive
Tidak bisa download,1,bisa download,negative
salah satu aplikasi transportasi terbaik,5,salah satu aplikasi transportasi baik,positive
mudah digunakan dan akurat,5,mudah guna akurat,positive
mengecewakan penumpang tidak di bolehkan naik,1,kecewa tumpang di boleh naik,negative
mudah dan gampang,5,mudah gampang,positive
pada saat pesenan pertama nggak keluar proses bayarnya. terlalu ribet programnya,1,saat sen pertama keluar proses bayar terlalu ribet program,negative
ga ngebantu banget beli tiket disini selalu ga bisa padahal beli di online itu enak loh tapi di gue selalu gagal terus apalagi akun gue ga bisa pesan tiket disini,1,ga ngebantu banget beli tiket sini selalu ga padahal beli online enak loh di gue selalu gagal terus akun gue ga pesan tiket sini,negative
ok,5,,positive
pesan tiket menjadi lebih mudah bisa dimana saja dan kapan saja,5,pesan tiket jadi lebih mudah mana dan kapan,positive
apk oon gak akurat,1,apk oon gak akurat,negative
oke,5,oke,positive
praktis,5,praktis,positive
bermanfaat,5,manfaat,positive
ok,5,,positive
"aplikasi nya udah keren min ngebantu banget, tapi tolong di noted min tambahin notifikasi kalo ada keberangkatan yg terlambat di kereta yg sering kita pesen, saya pulang pergi kerja naik kereta lokal pagi².pernah tbtb sampe stasiun dikasih tau kalo keretanya terlambat sekitar 1 jam 🥲 tolong yaa, goodluck",4,aplikasi nya udah keren min ngebantu banget noted min tambahin notifikasi kalo berangkat yg lambat kereta yg sering sen pulang pergi kerja naik kereta lokal pagi pernah tbtb sampe stasiun kasih tau kalo kereta lambat jam tolong yaa goodluck,positive
"kenapa selalu sulit ketika pesan railfood online, mohon diperbaiki, sangat tidak jos jis",1,selalu sulit pesan railfood online mohon baik sangat jos jis,negative
good,5,good,positive
"biaya admin top up nya mahal banget min, kalo bisa mah under 1k lebih bagus lagi free, biar makin banyak pengguna nya min, tq",4,biaya admin top up nya mahal banget min kalo mah under k lebih bagus free biar makin banyak guna nya min tq,positive
sangat puas,5,sangat puas,positive
mantappp beli tiket lebih murah disini,5,mantappp beli tiket lebih murah sini,positive
mantab,5,mantab,positive
bagus sekali,5,bagus sekali,positive
aplikasi sampah,1,aplikasi sampah,negative
SISTEM JELEK SAAT PESAN TIKET LEBARAN JAM 00.00 WIB,1,sistem jelek pesan tiket lebaran jam wib,negative
"memghungi cs sangat sulit, nmr yg tertera tdk bisa di hubungi, melalui WA juga kurang membantu 🙏, DM IG juga slow respon",4,memghungi cs sangat sulit nmr yg tera tdk di hubung lalu wa kurang bantu dm ig slow respon,positive
"bagus sekali aplikasi ini, mudah cepat dan sangat membantu pelanggan. customer servicenya juga respon cepat dan penjelasannya detail dan bagus sekali...sukses selalu KAI",5,bagus sekali aplikasi mudah cepat sangat bantu langgan customer servicenya respon cepat jelas detail bagus sekalisukses selalu kai,positive
gak bisa login akun,1,gak login akun,negative
access kai di saya tidak bisa di gunakan kenapa ya min minta tolong dong,1,access kai saya bisa guna ya min minta dong,negative
bagus bro bagus mantap,5,bagus bro bagus mantap,positive
bagus bgt KAI access,5,bagus bgt kai access,positive
KAI semakin di hati ❤️,5,kai makin hati,positive
lemot aplikasinya jelek,1,lot aplikasi jelek,negative
sangat membantu,5,sangat bantu,positive
"sering error, ga bisa pesan makan di apk padahal sedang dalam perjalanan.",3,sering error ga pesan makan apk padahal sedang jalan,neutral
Baik,5,baik,positive
kerenn. mantap KAI,5,kerenn mantap kai,positive
the best transportasi umum,5,the best transportasi umum,positive
"pelayanan bagus, praktis, cepat",5,layan bagus praktis cepat,positive
lebih gampang pesen tiket KAI...OK,5,lebih gampang sen tiket kaiok,positive
layanan super super keren,5,layan super super keren,positive
gangguan mulu,3,ganggu mulu,neutral
jos,3,jos,neutral
"kenapa sih tiket kereta antar kota jauh dekat harga tiket nya sama, apakah ada penjelasannya, dan kenapa gak di hitung perjarak tempuh atau perkota ini berapa biayanya, kaya harga tiket kereta lokal itu harganya beda",3,sih tiket kereta antar kota jauh dekat harga tiket nya sama ada jelas kenapa gak hitung jarak tempuh kota berapa biaya kaya harga tiket kereta lokal harga beda,neutral
sangat cepat,5,sangat cepat,positive
"Di Kereta lokal, Penataran tidak ada mushola maupun tempat wudlu. Tolong segera diberi Mushola dan Tempat Wudlu. Thanks.",1,kereta lokal natar ada mushola maupun tempat wudlu segera beri mushola tempat wudlu thanks,negative
Aplikasi ini mengapa tidak berfungsi dan tidak kompatibel lagi di Redmi Note 8......Kecewa.....sangat menyusahkan karena harus menggunakan perangkat yang lainnya......Tolong kasih solusi,1,aplikasi mengapa fungsi tidak kompatibel di redmi note kecewasangat susah harus guna perangkat lainnyatolong kasih solusi,negative
"request are too frequent...bla2,bla,bla kaburu beakken tiket...,",1,request are too frequentblablabla kaburu beakken tiket,negative
mantap,5,mantap,positive
kereta Airlangga di banyakin Napa tiap tahun war tiket Mulu kehabisan,1,kereta airlangga banyakin napa tiap tahun war tiket mulu habis,negative
hebat,5,hebat,positive
"biasa beli token PLN disini, tp sekarang udah ga bisa lagi. why?",3,biasa beli token pln sini tp sekarang udah ga lagi why,neutral
luar bias,5,luar bias,positive
masih sering error,3,sering error,neutral
belum bisa komen sekarang,1,bisa komen sekarang,negative
baru pilih kereta dan kursi ternyata masuk sistem booking dan hanya maksimal 6 kali pembatalan... masih cari2 kursi dan akhirnya gak bisa boking.. sudah 2x kejadian bikin tidak bisa booking dan harus beli via go show dan pas di lokasi kehabisan.. jadi harus nunggu lama di stasiun krn pakai kereta selanjutnya tolong diperbaiki sistem nya terimakasih,3,baru pilih kereta kursi nyata masuk sistem booking hanya maksimal kali batal cari kursi akhir gak boking x jadi bikin bisa booking beli via go show pas lokasi habis jadi harus nunggu lama stasiun krn pakai kereta lanjut baik sistem nya terimakasih,neutral
"Aplikasinya ga bisa verifikasi, udah seharian nunggu loading terus, padahal udah pake data, wifi, terus hotspot ke temen, takutnya gagal karena koneksi internetnya yang jelek, ternyata aplikasinya, gimana ini?",1,aplikasi ga verifikasi udah hari nunggu loading terus padahal udah pake data wifi terus hotspot temen takut gagal koneksi internetnya jelek nyata aplikasi gimana,negative
keren,5,keren,positive
kenapa sekerng suka gangguan sih,2,sekerng suka ganggu sih,negative
kenapaaa gk bisa login ?????,5,kenapaaa gk login,positive
"ini di benerin dong bug nya pas udah penginputan data penumpang dan di batalkan, kenapa GK bisa beli lagi di hari itu dan tertulis tidak boleh penumpang yg sama padahal di riwayat dan pembayaran belum muncul",2,benerin dong bug nya pas udah penginputan data tumpang di batal gk beli di hari tulis boleh tumpang yg sama padahal di riwayat dan bayar muncul,negative
"mau batalin tiket gabisa bisa, ribetnya minta ampun. sengaja dibikin ribet kayaknya biar gak balikin duit. licik aplikasi jelek.",1,mau batalin tiket gabisa ribetnya minta ampun sengaja bikin ribet kayak biar gak balikin duit licik aplikasi jelek,negative
good,5,good,positive
Terus jadi lebih baik,5,terus jadi lebih baik,positive
Demi Kepuasan konsumen KAI. Ini Saran sekaligus kritik utk membangun Bahwasanya Pembelian tiket utk satu keluarga biasanya pakai satu akun yaitu akun orangtuanya. namun kenapa waktu pembatalan harus melalui akun sesuai nama tiket. Orang tua bukan perantara ( makelar tiket). sebegitu ribet atau sulit kah prosedur pembatalan tiket. mungkin kalau perlu sewaktu pembuatan akun KAI Acces harus menyertakan nomer KK (kartu keluaga) atau dilampirkan scan KK. semoga PT. KAI kedepannya tambah MAJU. tks,2,puas konsumen kai saran sekaligus kritik utk bangun bahwasanya beli tiket utk satu keluarga biasa pakai satu akun akun orangtuanya kenapa waktu batal lalu akun sesuai nama tiket orang tua bukan antara makelar tiket begitu ribet sulit prosedur batal tiket mungkin kalau perlu waktu buat akun kai acces serta nomer kk kartu keluaga lampir scan kk moga pt kai depan tambah maju tks,negative
mantap..,5,mantap,positive
ok,5,,positive
pelayanan KAI sudah cukup bagus,5,layan kai cukup bagus,positive
ok,5,,positive
TOP 👍,5,top,positive
mohon maaf ini susah banget yaa buat masukin data diri.. mau pesan tiket udah mepet,1,mohon maaf susah banget yaa buat masukin data diri mau pesan tiket udah mepet,negative
baik dan bermanfaat,5,baik manfaat,positive
bagus sangat membantu,5,bagus sangat bantu,positive
👍,5,,positive
Aplikasi yang memudahkan mobilitas mengunakan kereta. Semoga kedepannya saldo KAI pay yang kita topup bisa sesuai dengan apa yg kita bayarkan.,5,aplikasi mudah mobilitas mengunakan kereta moga depan saldo kai pay topup sesuai apa yg kita bayar,positive
semoga tiket ketika liburan tiba yg ekonomi di bsedia kan lebih banyak. Terima kasih.,5,moga tiket libur tiba yg ekonomi bsedia kan lebih banyak terima kasih,positive
Tiket KRL Cicalengka kok nggak ada? kan Cicalengka sekarang udah ada KRL,1,tiket krl cicalengka kok kan cicalengka sekarang udah ada krl,negative
"Sangat memuaskan, terus menjadi yg terbaik",5,sangat muas terus jadi yg baik,positive
bagus membantu sekali cuman sering error dan sering perbaikan jangka berhari-hari,4,bagus bantu sekali cuman sering error sering baik jangka berharihari,positive
"Aplikasi burik, Gagal upgrade terus..",3,aplikasi burik gagal upgrade terus,neutral
mantul,5,mantul,positive
pokoke josss,5,pokoke josss,positive
sangat membantu,5,sangat bantu,positive
mantap,5,mantap,positive
aplikasi untuk memesan tiket kereta api,5,aplikasi mes tiket kereta api,positive
manamungkin tidak nyaman pastinya nyaman dan bagus iya kan kan,5,manamungkin nyaman pasti nyaman bagus iya kan kan,positive
sangat membantu.. trimakasih,5,sangat bantu trimakasih,positive
guud,5,guud,positive
"beli tiket hrga 500k byar fee 40k biar bisa cancel,pdhl di form tulisannya 💯 refund, pas di cancel msih kena fee 25% kya di palak, dri segi aplikasi si ok gga ada masalah.",3,beli tiket hrga k byar fee k biar cancelpdhl form tulis refund pas cancel msih kena fee kya palak dri segi aplikasi si gga masalah,neutral
bagus,4,bagus,positive
"Keren min, Lanjut update dan semangat terus Yaaaa.....",5,keren min lanjut update semangat terus yaaaa,positive
ok,5,,positive
"aplikasi gak jelas, lg enak² milih sering keluar sendiri. batalin pesanan lebih dari 6x gak bisa pesan lagi, padahal baru mau cek harga & cek pilih kursi. poor 👎🏼",1,aplikasi gak jelas lg enak milih sering keluar sendiri batalin pesan lebih x gak pesan padahal baru mau cek harga cek pilih kursi poor,negative
masa mau cekout pemesanan kereta lokal gagal terus,1,masa mau cekout mesan kereta lokal gagal terus,negative
"Aplikasi paling cacat, bug juga banyak",1,aplikasi paling cacat bug banyak,negative
aplikasi parah.mau refund tiket susah bgt.Kode otp udah sesuai yg saama yg di krim di email.eh malah ga bisa.kode salah...parah.buang2 duit....ga bisa refund.rugi saya 400 ribu..bagi saya uang segtu besar.ckuo buat makan 1 minggu.,2,aplikasi parahmau refund tiket susah bgtkode otp udah sesuai yg saama yg krim emaileh malah ga bisakode salahparahbuang duitga refundrugi ribubagi uang segtu besarckuo buat makan minggu,negative
"apk bagus min bisa pesan tiket KA dengan mudah, saran update tambahkan BRI di fitur top up nya min soalnya mau top up dengan BRI ga bisa.",5,apk bagus min pesan tiket ka mudah saran update tambah bri fitur top up nya min soal mau top up bri ga,positive
yg bikin jengkel buat sya pas daftar ini itu salah mau masuk pake nomor TF ttp salah pdhal udh bner mau pake google masukan sandi ttp jga salah alasan format sandi belum selesai lah,4,yg bikin jengkel buat sya pas daftar itu salah mau masuk pake nomor tf ttp salah pdhal udh bner mau pake google masuk sandi ttp jga salah alas format sandi selesai lah,positive
josjis,5,josjis,positive
"mau batalin tiket anak yg blm punya rekening aja gak bisa,,,, seharusnya dimudahkan ke rekening mana aja bisa kaya dulu",1,mau batalin tiket anak yg blm punya rekening aja gak harus mudah rekening mana aja kaya dulu,negative
proses pembatalan dan pemesanan sangat cepat. hanya pengembalian dana menunggu jam kerja,5,proses batal mesan sangat cepat kembali dana tunggu jam kerja,positive
"aplikasi ini bagus karna mempermudah berpergian , tapi sayangnya metode pembayaran e-wallet via dana blm ada , tolong segera diperbarui ya ☺️",3,aplikasi bagus karna mudah pergi sayang metode bayar ewallet via dana blm segera baru,neutral
"mengapa kalau lagi war tiket mudik antar kota,padahal data penumpang sudah lengkap Dan ga ada yg salah ,tinggal next aja malah eror sudah ber Kali kali saya mencoba tetep aja eror ""not seat"" trs pas di refresh keluar ,jadi hilang tiket saya. semoga diperbanyak Lagi ya ,tiket mudik nya . kereta Se panjang itu,masa iya berhari² war g dapet²",5,kalau war tiket mudik antar kotapadahal data tumpang lengkap ga yg salah tinggal next aja malah eror ber kali kali coba tetep aja eror not seat trs pas refresh keluar jadi hilang tiket moga banyak ya tiket mudik nya kereta se panjang itumasa iya hari war g dapet,positive
mantap,5,mantap,positive
kenapa ga bisa daftar ya,3,ga daftar,neutral
good,5,good,positive
"Dan ga selamanya yg beli diatas 4 tiket itu calo, jangan batasi pemesanan tiket harian",1,ga lama yg beli atas tiket calo jangan batas mesan tiket hari,negative
jozzz,4,jozzz,positive
Good,2,good,negative
sering error mau bayar pake qris. kode tidak bisa keluar,3,sering error mau bayar pake qris kode bisa keluar,neutral
kenapa saya tidak bisa upgrade ke basic yah. nomor otp sudah masuk ke alamat e mail setelah di masukkan nomor otp nya malah loading trs,5,saya bisa upgrade basic yah nomor otp masuk alamat e mail di masuk nomor otp nya malah loading trs,positive
sangat membantu dan mudah dalam bertransaksi,5,sangat bantu mudah transaksi,positive
"antri, giliran dah masuk antrian selalu tiket habis lebaran ini aku ga dapet tiket ada ny tiket yg mahal semua. tiket ekonomi selalu hbs",2,antri gilir dah masuk antri selalu tiket habis lebaran aku ga dapet tiket ny tiket yg mahal semua tiket ekonomi selalu hbs,negative
"update lagi metode toup up nya buset dah mana biaya admin nya gede banget lagi edan emng GK lagi lagi deh beli tiket KRL dari sini udh mah ribet biaya admin gede, hebat-hebat👍",1,update metode toup up nya buset dah mana biaya admin nya gede banget edan emng gk lagi deh beli tiket krl sini udh mah ribet biaya admin gede hebathebat,negative
kirain gak kena admin top up kaipay wkwk,4,kirain gak kena admin top up kaipay wkwk,positive
👍👍👍👍,5,,positive
"bug parah aplikasinya, coba di uninstall malah ngga bisa login",1,bug parah aplikasi coba uninstall malah ngga login,negative
"saat pesan terjadi eror internet di saat pemilihan kursi direfresh berkali kali tetep gak bisa... padahal internet saya nyala dan speed test kenceng. ahirnya aku batalkanlah tiketnya karena eror di pemilihan kursi. setelah itu aku coba pesen tiket lagi malah muncul tulisan ""tidak bisa memesan tiket pada rute yg sama dalam satu waktu"" halo kan yg tadi tiketnya batal karena eror internet di pemilihan kursi. kenapa malah tidak bisa... mana saya lagi terburu buru",1,pesan jadi eror internet saat pilih kursi direfresh kali kali tetep gak padahal internet nyala speed test kenceng ahirnya aku batal tiket eror pilih kursi itu aku coba sen tiket malah muncul tulis bisa mes tiket rute yg sama satu waktu halo kan yg tadi tiket batal eror internet pilih kursi malah bisa mana lagi buru buru,negative
KAYAK TAI,1,kayak tai,negative
baik,4,baik,positive
"sumpah ini aplikasi sangat menguras emosi.....dibelain melek sampai dini hari demi boking tiket dengan kursi pilihan aja susahnya error melulu ....giliran kena eh kursi malah sudah pada terisi ,kan KOCAK.....😡😡🤬",1,sumpah aplikasi sangat uras emosidibelain melek dini hari boking tiket kursi pilih aja susah error melulu gilir kena eh kursi malah pada isi kan kocak,negative
"gara2 tiket online saya jadi ribut sama istri karena tidak bisa berangkat kerja, setiap hari saya pp merak rangkas, karena tidak ada saldo saya beli offline ternyata habis, padahal di aplikasi masih ada tiketnya. lebih baik tidak ada tiket online, menyusahkan saja, saya setiap hari pp naik kereta merasa kecewa dengan pelayanan seperti ini.",1,gara tiket online jadi ribut sama istri berangkat kerja hari pp merak rangkas tidak saldo beli offline nyata habis padahal aplikasi ada tiket lebih baik tidak ada tiket online susah saya hari pp naik kereta rasa kecewa layan ini,negative
"cari tiket binjai medan 1 pun gak ada yang keluar, gak jelas sih apk nya",1,cari tiket binjai medan gak yang keluar gak jelas sih apk nya,negative
bagus sekali aplikasinya,5,bagus sekali aplikasi,positive
Praktis beli tiket KAI . Mantap,5,praktis beli tiket kai mantap,positive
"kenapa aplikasinya sekarang sering error .au pesen kereta susah,, ayo diperbaiki donk",2,aplikasi sekarang sering error au sen kereta susah ayo baik donk,negative
"aplikasinya error, ngga bisa pesen tiket commuter line dengan alasan ngga bisa booking lebih dari 1 padahal belum beli apa2",3,aplikasi error ngga sen tiket commuter line alas ngga booking lebih padahal beli apa,neutral
good,5,good,positive
"kenapa saya ngga bisa login? pdhl sudah punya akun dan sudah benar gmailnya, tapi failed terus",2,saya ngga login pdhl punya akun sudah benar gmailnya failed terus,negative
persi terbaru ga bisa d apdet ya,1,pers baru ga d apdet,negative
ok,5,,positive
aplikasi bagus udah ada penyimpanan data penumpang jadi lebih mudah buat pesan tiket tapi sayang aplikasi ini telat sehari cara pesan tiketnya yg lain udah bisa tgl berikutnya untuk accsess bay KAI baru hari ini jadi kita kalah cara pesannya jadi GK kebagian tiket kalau pas rame kaya begini coba di cek aplikasi lain ada yg lebih cepat sehari makasih,5,aplikasi bagus udah simpan data tumpang jadi lebih mudah buat pesan tiket sayang aplikasi telat hari cara pesan tiket yg udah tgl ikut accsess bay kai baru hari jadi kalah cara pesan jadi gk bagi tiket kalau pas rame kaya begini coba cek aplikasi ada yg lebih cepat hari makasih,positive
aplikasi busuk,1,aplikasi busuk,negative
