review,rating
ga ngebantu banget beli tiket disini selalu ga bisa padahal beli di online itu enak loh tapi di gue selalu gagal terus apalagi akun gue ga bisa pesan tiket disini,1
ok,5
pesan tiket menjadi lebih mudah bisa dimana saja dan kapan saja,5
apk oon gak akurat,1
oke,5
praktis,5
bermanfaat,5
ok,5
"aplikasi nya udah keren min ngebantu banget, tapi tolong di noted min tambahin notifikasi kalo ada keberangkatan yg terlambat di kereta yg sering kita pesen, saya pulang pergi kerja naik kereta lokal pagi².pernah tbtb sampe stasiun dikasih tau kalo keretanya terlambat sekitar 1 jam 🥲 tolong yaa, goodluck",4
"kenapa selalu sulit ketika pesan railfood online, mohon diperbaiki, sangat tidak jos jis",1
good,5
"biaya admin top up nya mahal banget min, kalo bisa mah under 1k lebih bagus lagi free, biar makin banyak pengguna nya min, tq",4
sangat puas,5
mantappp beli tiket lebih murah disini,5
mantab,5
bagus sekali,5
aplikasi sampah,1
SISTEM JELEK SAAT PESAN TIKET LEBARAN JAM 00.00 WIB,1
"memghungi cs sangat sulit, nmr yg tertera tdk bisa di hubungi, melalui WA juga kurang membantu 🙏, DM IG juga slow respon",4
"bagus sekali aplikasi ini, mudah cepat dan sangat membantu pelanggan. customer servicenya juga respon cepat dan penjelasannya detail dan bagus sekali...sukses selalu KAI",5
gak bisa login akun,1
access kai di saya tidak bisa di gunakan kenapa ya min minta tolong dong,1
bagus bro bagus mantap,5
bagus bgt KAI access,5
KAI semakin di hati ❤️,5
lemot aplikasinya jelek,1
sangat membantu,5
"sering error, ga bisa pesan makan di apk padahal sedang dalam perjalanan.",3
Baik,5
kerenn. mantap KAI,5
the best transportasi umum,5
"pelayanan bagus, praktis, cepat",5
lebih gampang pesen tiket KAI...OK,5
layanan super super keren,5
gangguan mulu,3
jos,3
"kenapa sih tiket kereta antar kota jauh dekat harga tiket nya sama, apakah ada penjelasannya, dan kenapa gak di hitung perjarak tempuh atau perkota ini berapa biayanya, kaya harga tiket kereta lokal itu harganya beda",3
sangat cepat,5
"Di Kereta lokal, Penataran tidak ada mushola maupun tempat wudlu. Tolong segera diberi Mushola dan Tempat Wudlu. Thanks.",1
Aplikasi ini mengapa tidak berfungsi dan tidak kompatibel lagi di Redmi Note 8......Kecewa.....sangat menyusahkan karena harus menggunakan perangkat yang lainnya......Tolong kasih solusi,1
"request are too frequent...bla2,bla,bla kaburu beakken tiket...,",1
mantap,5
kereta Airlangga di banyakin Napa tiap tahun war tiket Mulu kehabisan,1
hebat,5
"biasa beli token PLN disini, tp sekarang udah ga bisa lagi. why?",3
luar bias,5
masih sering error,3
belum bisa komen sekarang,1
baru pilih kereta dan kursi ternyata masuk sistem booking dan hanya maksimal 6 kali pembatalan... masih cari2 kursi dan akhirnya gak bisa boking.. sudah 2x kejadian bikin tidak bisa booking dan harus beli via go show dan pas di lokasi kehabisan.. jadi harus nunggu lama di stasiun krn pakai kereta selanjutnya tolong diperbaiki sistem nya terimakasih,3
"Aplikasinya ga bisa verifikasi, udah seharian nunggu loading terus, padahal udah pake data, wifi, terus hotspot ke temen, takutnya gagal karena koneksi internetnya yang jelek, ternyata aplikasinya, gimana ini?",1
keren,5
kenapa sekerng suka gangguan sih,2
kenapaaa gk bisa login ?????,5
"ini di benerin dong bug nya pas udah penginputan data penumpang dan di batalkan, kenapa GK bisa beli lagi di hari itu dan tertulis tidak boleh penumpang yg sama padahal di riwayat dan pembayaran belum muncul",2
"mau batalin tiket gabisa bisa, ribetnya minta ampun. sengaja dibikin ribet kayaknya biar gak balikin duit. licik aplikasi jelek.",1
good,5
Terus jadi lebih baik,5
Demi Kepuasan konsumen KAI. Ini Saran sekaligus kritik utk membangun Bahwasanya Pembelian tiket utk satu keluarga biasanya pakai satu akun yaitu akun orangtuanya. namun kenapa waktu pembatalan harus melalui akun sesuai nama tiket. Orang tua bukan perantara ( makelar tiket). sebegitu ribet atau sulit kah prosedur pembatalan tiket. mungkin kalau perlu sewaktu pembuatan akun KAI Acces harus menyertakan nomer KK (kartu keluaga) atau dilampirkan scan KK. semoga PT. KAI kedepannya tambah MAJU. tks,2
mantap..,5
ok,5
pelayanan KAI sudah cukup bagus,5
ok,5
TOP 👍,5
mohon maaf ini susah banget yaa buat masukin data diri.. mau pesan tiket udah mepet,1
baik dan bermanfaat,5
bagus sangat membantu,5
👍,5
Aplikasi yang memudahkan mobilitas mengunakan kereta. Semoga kedepannya saldo KAI pay yang kita topup bisa sesuai dengan apa yg kita bayarkan.,5
semoga tiket ketika liburan tiba yg ekonomi di bsedia kan lebih banyak. Terima kasih.,5
Tiket KRL Cicalengka kok nggak ada? kan Cicalengka sekarang udah ada KRL,1
"Sangat memuaskan, terus menjadi yg terbaik",5
bagus membantu sekali cuman sering error dan sering perbaikan jangka berhari-hari,4
"Aplikasi burik, Gagal upgrade terus..",3
mantul,5
pokoke josss,5
sangat membantu,5
mantap,5
aplikasi untuk memesan tiket kereta api,5
manamungkin tidak nyaman pastinya nyaman dan bagus iya kan kan,5
sangat membantu.. trimakasih,5
guud,5
"beli tiket hrga 500k byar fee 40k biar bisa cancel,pdhl di form tulisannya 💯 refund, pas di cancel msih kena fee 25% kya di palak, dri segi aplikasi si ok gga ada masalah.",3
bagus,4
"Keren min, Lanjut update dan semangat terus Yaaaa.....",5
ok,5
"aplikasi gak jelas, lg enak² milih sering keluar sendiri. batalin pesanan lebih dari 6x gak bisa pesan lagi, padahal baru mau cek harga & cek pilih kursi. poor 👎🏼",1
masa mau cekout pemesanan kereta lokal gagal terus,1
"Aplikasi paling cacat, bug juga banyak",1
aplikasi parah.mau refund tiket susah bgt.Kode otp udah sesuai yg saama yg di krim di email.eh malah ga bisa.kode salah...parah.buang2 duit....ga bisa refund.rugi saya 400 ribu..bagi saya uang segtu besar.ckuo buat makan 1 minggu.,2
"apk bagus min bisa pesan tiket KA dengan mudah, saran update tambahkan BRI di fitur top up nya min soalnya mau top up dengan BRI ga bisa.",5
yg bikin jengkel buat sya pas daftar ini itu salah mau masuk pake nomor TF ttp salah pdhal udh bner mau pake google masukan sandi ttp jga salah alasan format sandi belum selesai lah,4
josjis,5
"mau batalin tiket anak yg blm punya rekening aja gak bisa,,,, seharusnya dimudahkan ke rekening mana aja bisa kaya dulu",1
proses pembatalan dan pemesanan sangat cepat. hanya pengembalian dana menunggu jam kerja,5
"aplikasi ini bagus karna mempermudah berpergian , tapi sayangnya metode pembayaran e-wallet via dana blm ada , tolong segera diperbarui ya ☺️",3
"mengapa kalau lagi war tiket mudik antar kota,padahal data penumpang sudah lengkap Dan ga ada yg salah ,tinggal next aja malah eror sudah ber Kali kali saya mencoba tetep aja eror ""not seat"" trs pas di refresh keluar ,jadi hilang tiket saya. semoga diperbanyak Lagi ya ,tiket mudik nya . kereta Se panjang itu,masa iya berhari² war g dapet²",5
mantap,5
kenapa ga bisa daftar ya,3
good,5
"Dan ga selamanya yg beli diatas 4 tiket itu calo, jangan batasi pemesanan tiket harian",1
jozzz,4
Good,2
sering error mau bayar pake qris. kode tidak bisa keluar,3
kenapa saya tidak bisa upgrade ke basic yah. nomor otp sudah masuk ke alamat e mail setelah di masukkan nomor otp nya malah loading trs,5
sangat membantu dan mudah dalam bertransaksi,5
"antri, giliran dah masuk antrian selalu tiket habis lebaran ini aku ga dapet tiket ada ny tiket yg mahal semua. tiket ekonomi selalu hbs",2
"update lagi metode toup up nya buset dah mana biaya admin nya gede banget lagi edan emng GK lagi lagi deh beli tiket KRL dari sini udh mah ribet biaya admin gede, hebat-hebat👍",1
kirain gak kena admin top up kaipay wkwk,4
👍👍👍👍,5
"bug parah aplikasinya, coba di uninstall malah ngga bisa login",1
"saat pesan terjadi eror internet di saat pemilihan kursi direfresh berkali kali tetep gak bisa... padahal internet saya nyala dan speed test kenceng. ahirnya aku batalkanlah tiketnya karena eror di pemilihan kursi. setelah itu aku coba pesen tiket lagi malah muncul tulisan ""tidak bisa memesan tiket pada rute yg sama dalam satu waktu"" halo kan yg tadi tiketnya batal karena eror internet di pemilihan kursi. kenapa malah tidak bisa... mana saya lagi terburu buru",1
KAYAK TAI,1
baik,4
"sumpah ini aplikasi sangat menguras emosi.....dibelain melek sampai dini hari demi boking tiket dengan kursi pilihan aja susahnya error melulu ....giliran kena eh kursi malah sudah pada terisi ,kan KOCAK.....😡😡🤬",1
"gara2 tiket online saya jadi ribut sama istri karena tidak bisa berangkat kerja, setiap hari saya pp merak rangkas, karena tidak ada saldo saya beli offline ternyata habis, padahal di aplikasi masih ada tiketnya. lebih baik tidak ada tiket online, menyusahkan saja, saya setiap hari pp naik kereta merasa kecewa dengan pelayanan seperti ini.",1
"cari tiket binjai medan 1 pun gak ada yang keluar, gak jelas sih apk nya",1
bagus sekali aplikasinya,5
Praktis beli tiket KAI . Mantap,5
"kenapa aplikasinya sekarang sering error .au pesen kereta susah,, ayo diperbaiki donk",2
"aplikasinya error, ngga bisa pesen tiket commuter line dengan alasan ngga bisa booking lebih dari 1 padahal belum beli apa2",3
good,5
"kenapa saya ngga bisa login? pdhl sudah punya akun dan sudah benar gmailnya, tapi failed terus",2
persi terbaru ga bisa d apdet ya,1
ok,5
aplikasi bagus udah ada penyimpanan data penumpang jadi lebih mudah buat pesan tiket tapi sayang aplikasi ini telat sehari cara pesan tiketnya yg lain udah bisa tgl berikutnya untuk accsess bay KAI baru hari ini jadi kita kalah cara pesannya jadi GK kebagian tiket kalau pas rame kaya begini coba di cek aplikasi lain ada yg lebih cepat sehari makasih,5
aplikasi busuk,1
"LEMOT CARI TIKET MUDIK DAN BALIK SUSAH TERUTAMA UNTUK KERETA SERAYU KALAU BISA TAMBAH KERETA UNTUK KELAS DIATAS EKONOMI SUPAYA CARI TIKET NGGAK HARUS BEGADANG TENGAH MALAM RUGI WAKTU TIDAK DAPAT TIKET TAMBAH KERETA DARI JAKARTA RUTE JALUR SELATAN TIAP TAHUN KALAU CARI TIKET MUDIK DAN BALIK SUSAH NGGAK KETOLONGAN,SUDAH TAU PEMINAT BANYAK TAPI KERETA TIDAK DITAMBAH",1
KAI semakin istimewa,5
Aplikasi yang sangat membantu sukses selalu,5
sangat cepat,5
apk idiot,1
maintenance mulu aplikasinya klo belum bisa bikin aplikasi ga ush bikin aplikasi cm ngotor²in hp saya aja,1
"Tolong Kereta BIAS Bandara Diperpanjang sampai kab Nganjuk Agar kereta lokal nyambung sampai Madiun,yang dari Arah Surabaya , Nganjuk Sudah banyak potensi Karyawan pabrik dan mahasiswa arah Surabaya dan Surakarta Atau minimal sambung line kereta jarak Pendek Commuter line atau diesel / Kereta LOKAL diperpanjang dari Surabaya -Madiun Madiun Solo udah ada line Bandara BIAS",1
sangat baik,5
Sangat membantu,5
ok banget,5
sangan membantu kita semua terimakasih.,5
BAGUSS SIMPEL SATSETT,5
udah di btalin boking nya blum sampe Mau bayar eh mau pesen lagi dengan jam yg sama ga bisa,2
good,5
Memuaskan😘,5
cepat dan mudah,5
login aja ribet udh buat yg baru terbaru di masukin malah balik lagi ..salah lagi. inti ny aplikasi cuma buat orang ada aja pilih2 ini team cyber ny,1
bagus,5
Oke,5
sangat membatu sekali. terima kasihhhh,5
habis di update malah gak bisa beli pulsa dan token PLN... padahal sebelumnya bisa. . kacau ni aplikasi,1
terbaik,5
dengan adanya aplikasi Access by KAI mudah ga ribet ga antri harga terjangkau...pokok nya is the best,5
keereenn,5
mantap,5
Semoga jalur pasprob.. bisa segera terlaksana,5
cepat ringkas ....diskon kurang gede ❤️😊,5
sangant membantu,5
semakin baik dalam pelayanan,5
tolong dipermudah untuk pembatalan tiket. karena tidak semua yang pesan tiket melalui aplikasi pemilik hp untuk pesan. dan yang pesan bukan penumpang. karena saya sering pesan tiket untuk orang tua atau keluarga.,4
good,5
"saya 2 kali pesen tiket online sudah terbayar, ada bukti nya juga tapi diapk tiketnya belum terbayar sampai akhirnya waktunya habis dan hangus. lemot sering ngga bisa eror",5
good job,5
suka sekali,5
"User Interfacenya di hp saya gabisa di scroll untuk tanggal booking sampai ke tanggal diatas 20 an dan stuck, seharusnya bisa input tanggal manual saja, entah kenapa di device saya seperti itu, butuh solusi dari pihak KAI, mohon bantuannya",4
Terima kasih atas ucapannya semoga KAI selalu melayani penumpang dengan baik dan selalu jaga,5
selamat sampai tujuan semuanya waras slamet. Aamiin.,5
Layanannya bagus,5
lebih cepat dalam pemesanan tiket dan lebih praktis,5
KAI TERBAIK👍💯,5
tmrksh kai sudah berikan diskon mudik lebaran.. semoga kedepanya ticket bisa mudah didapat khususnya saat akan mudik lebaran,5
masih tetap memuaskan meski harus sabar rebutan tiket ...hahahaha,5
bagus,4
"ketika sudah isi data penumpan, terus gagal tidak bisa lanjut, mohon diperbaiki min",1
oke jos,5
"susah war tiket, servernya masih berantakan",1
aplikasi sampah,1
"keterlaluan, ga bisa di pakai di jam 00.01 ke atas kalo ga di update dulu, biasanya bisa di pake ga perlu update ini harus update klo kereta full ga kebagian kita yang di salahin kurang cepet beli tiketnya, nah kurang cepet apa coba niat beli dini hari???? codingnya di benerin dulu...",1
padahal baru masuk di apk udah HBS aja tiket,1
"ini gimana ya saya lusa sudah mau balik kampung, jadi daftar akun dulu di apk ini, pass daftar tinggal verifikasi e mail, otp sudah masuk, kolom input belum masuk,vnykba daftar ulang berkali kali tetep ga ad kolom input otp, terus gimana masukin otpnya kalok kolom inputnya ga ada pokoknya ga reqlmend banget pakek apk ini.",1
Mantap..,5
bagus mantab,5
"heran dah, masa gak bisa bayar pake m-banking mandiri, padahal sama sama BUMN",3
ok,4
harga berubah ubah terkesan di permainkan. kemarin logawa dr BWI ke klaten 420 skr 294 sekelas BUMN macem calo. terlihat buat mainan kalo di refund pun rugi krn potongan 25% makin tercium bau busuk di sini,1
oke,5
oke,5
mempermudah..untuk semua yg di butuhkan,5
jos gandos,5
bagus,5
berulangkali dikasih otp tetap gak bisa daftar dari jam 00.00 sampai subuh bahkan ashar coba lagi tetap zonk,1
good,5
coba update kasih pembayaran lewat dana juga kak,5
"aplikasi yang sangat bagus, sangat membantu kita untuk perjalanan mudik",5
"pesan, batal atau ubah semakin mudah pakai kai access.. thanks",5
coba dulu,4
mantapp,5
Kerja yang bener woi korupsi mulu idup lu. server lu noh ngebug mulu anjir kagak ada perubahannya anjir. pengeluaran aja gede lu tapi ga ada perubahan apapun. kalo gak berkembang gini balik lagi ke metode beli langsung aja.,1
"kan sudah ada tuh tanda penumpang laki atau perempuan, mungkin di tambah lagi tanda untuk jika penumpang bersama bayi yang tanpa tiket",4
oke,5
mantap,5
basi,1
semoga ditambah lg jadwal keretanya,5
sangat membatu sekali,5
"ada masalah yang di temui oleh saya sebagai pengguna, yaitu tiket kereta saya tiba tiba berubah atau di tukar menjadi tiket orang lain tolong segera perbaiki sistem itu",2
mudah dan cepat terimakasih,5
ok,5
kai jos,5
mudah dan cepat,5
sangat buruk👎,2
"semua udah oke si, tapi tolong banget ini mah gerbong yang tujuan ke malang di tambah lagi, terus kalau misal war di jam 00.00 selalu erorriahhh. tolong perbaikannya min😩☝",2
"Segi tampilan oke, tapi untuk sistem terkadang ngaco Harga tiket 100rb tidak bisa di lakukan pembayaran dan selalu gagal, apakah ini ada praktik korupsi dalam hal jual beli tiket. Perlu di lakukan investigasi",1
"Servernya toKAI,, tim IT juga kelas amatir yg biasa pegang komputer kasir warnet... tiap taun pas masa mudik ga ada perubahan lebih baik... perusahaan dapet untung banyak beli server yg bagus dong sama tim IT yg profesional...",1
"udah dipencet penumpang tetep gabisa, tidak terdetek, harus dicoba berulang ulang baru bisa, mohon diperbaiki. ayo apk lemot banget kalau ga cepet war kehabisan, tpi apk lemot jadwal ga muncul muncul padahal udah jam 0.00 lebih, mohon perbaikannya",1
"tunggu antrian ,selang 4 menit pas kebuka habis semua, bisa aja permainan calo nya",1
susah sekali beli tiket kereta api lokal,1
bagus,1
"Bintang ini hanya pemanis, bingung juga mau memberikan saran lewat aplikasi dimana, jd disini sj. Sy naik: - Kereta Bandara YIA >> Yogyakarta - Gerbong Eksekutif 2 (tempat duduk tengah 6A-D, 7A-D) - Kereta pukul 21.30 Sebelumnya naik kereta yg sama beberapa kali tp ternyata tidak ada perubahan, yaitu di bagian tengah tiap gerbong serasa naik ""Mesin Cuci"", suara BERISIK & BERGETAR. Turun dr kereta badan seperti kesemutan. Semoga bs segera diperbaiki.",2
seminggu ini setiap saya pesan tiket selalu (dalam perbaikan) entah karna servernya overload karna pemesanan tiket lebaran. tp ini agak menjengkelkan. Yang menjadi korban yaa passenger yg tidak beli tiket lebaran. saya kesusahan memesan tiket. sangat disayangkan,1
ok,5
"apk. lemot, buat pembayaran aja susahnya minta ampun",2
lebih nyaman dengan KAI,5
bagus,5
"tolong lah kai jangan kerja sama, sama kaspro saya transaksi ditipu 10k uangnya gak masuk",1
sangat membantu disaat terdesak dan tidak sempat melakukan perjalanan kereta dan tiket dapat direfund juga saldo bisa kembali👍👍👍👍,5
"jujur sedih bngt,aku barusan pesen buat tanggal 25 maret tapi ke booking ny 25 februari, pas sesudah pembayaran baru sadar, dan ternyata bisa diganti jadwal pas itu juga tapi dapet potongan 63k, pdahal bru 5 menit lalu pemesanan",4
"aplikasi sekelas milik pemerintah BUMN servernya ecek2. Tiap order kereta lokalan hari minggu dini hari jam 00 utk minggu depannya pasti aplikasinya loading gak bisa jalan. Pdahal gk mungkin itu belinya aplikasinya murah, pesen kereta lokal lho ya ini. paling yg order berapa orang. Aplikasi mesti error gak jalan. Kapan ini diperbarui. Pdhl beli tiket kereta bayar lunas gak ngutang lho",1
potongan top up gila gilaan top up 25 ribu masuk cuma 21 rb,1
lemottt bgtt ga sukaaa😒,1
membantu banget,5
cukup bagus,5
"tambahkan lagi dong min kereta serayu untuk mudik lebaran, puasa juga belom tiket kreta udh ludes",5
sangat bermanfaat,5
baik...bagus dan mudah,5
lebih cepat dan akurat,5
mantap lebih mudah,5
kok skr ga payment bisa pake VN BCA?,5
"hp saya skrng enggak support , mohon kalo memperbarui aplikasi jangan asal asalan , hp saya spek masih mumpuni tpi di buat aplikasi ini skrng device tidak support mohon bantuannya",1
"keluar dari aplikasi trus, Parah",1
ok,5
FAST Response dah,5
mantap,5
tolong perbaiki sistem yg ada di dalam BUMN ini jangan hanya ngomong rugi2 terus tp kenyamanan rakyat dalam menggunakan moda transportasi ini tidak diperhatikan tolongtertibkan calo2tiket KAI yg mengakses aplikasi ini...atau emang sistem yg udah bobrok jadi malah tambah bobrok. ..,1
"KAI kontollllll, mau booking tiket kerreta ajaa buat pulang ke PURWOKERTO cuti lebaran ada masalah BUG, ada tulisan ada masalah pembaruannn...",1
makin kesini banyak bug...tim IT bisa perbaiki nggak...bikin pusing,2
"Kecewa sama aja aplikasi KAI access, sering error saat pemesanan tiket terutama ketika harus war di malam hari. Please lah KAI perbaiki ini aplikasinya, kami pelanggan bayar loh untuk jasa kalian. Hal kayak gini ga sekali dua kali terjadi, apalagi saat harus berebut tiket. Kalian penyedia jasa kan, udah sepantasnya layanan kalian mengutamakan kebutuhan dan kenyamanan pelanggan",1
"Bikin aplikasi semakin lama semakin error, tidak membaik malah makin parahhhh😡😡",1
good app,5
"aplikasi lemot, susah di gunakan gagal terus",3
kenapa kalo mau pesen tengah malem selalu ngelag ngebug dll punya temen saya juga gitu uda pakek paket data ttep sama,3
Makin kesini semakin mudah pesen tiket.,5
ok,5
membantu perjalanan saya,4
Tolong pihak KAI metode pembayaran ya di perbanyak lagi deh biar enak bisa pilih masa kartu kredit/debit sama Shopee ovo doang tolong lah di tambah sama gopay dana,4
layanan cepat dan praktis,5
sering eror.. kalau memang tidak siap untuk aplikasi online.. lebih baik manual saja,1
mantappp,5
UPDATE MULU IH!!!,3
aplikasi ini memudahkan calon penumpang KAI,5
best,5
"biaya pembatalannya tolong dikurangi, gile 25%",1
fc terus,1
"Aplikasi aneh, jadwal ilang""an, setelah di akses gk muncul jadwalnya, giliran diakses lagi udah penuh, udah tau mepet lebaran, gak jelas",1
mantaaaappp memudahkan sekali,5
"udah masukin kode otp tapi loading nya gak kelar kelar udh coba berkali kali tetep aja gtu, gabisa pesen tiket klo tidak member basic, giliran mau daftar konfirmasi otp aja gak selesai",1
"aplikasi mudah di gunakan dan sangat membantu, tapi beberapa kali saya membeli tiket dan sudah di bayar kemudian tiba-tiba tiketnya hilang begitu saja dan tidak bisa di booking ulang. lalu saya sering tidak bisa memesan tiket dengan alasan saya sudah memiliki tiket dengan jalur yang yang sama, padahal saya belum memiliki tiket sama sekali di jalur tersebut saya sudah melakukan restart dan sebagainya tetap saja tidak bisa, tolong di perbaiki, terima kasih",3
gak bisa dibuka aneh,1
"KAI ruuuar biasa, semoga semakin tambah ruuuar biasa (mantap)",5
udah 2 hari pemulihan terus cape bngt padahal lagi butuh,1
"jadi kacau begini boss, tampilan dan filter nya",3
esipp,5
好用,5
mudah,5
kenapa di perangkat hp android saya tidak bisa menggunakan aplikasi ini?,2
ok,5
krennn,5
terbaik,5
Aplikasinya bosok njirr,1
"minta update apk sudah di update ganti minta upgrade akun basic selesai upgrade tetep ja gak bisa di gunakan pesan tiket,minta upgrade lagi malah dapat otp ubah email.padahal cuma upgrade malah gak bisa verifikasi dan profil tetep gitu"" ja semua dah bener padahal akun ku dah dari 2013.",3
bagusss,5
"sangat memuaskan, tidak pernah ada kendala",5
"jadwal penjualan tiket telat 1 hari di banding aplikasi lain,di aplikasi lain untuk penjualan tiket tanggal 26 Maret 2026 sudah di jual ,di KAI akses kenapa belum di jual untuk tanggal 26 jadi gak kebagian tiket untuk tgl 26 jadinya",1
memudahkan,5
"sekarang masuknya susah,begitu masuk keretanya pada penuh.saya jg heran belum masuk war tiket temen saya udah dapet tiket lewat calo.cuma harganya 2X lipat.apa sekarang susah karena calo juga?",2
tiap war selalu lelet lemot ngelag,2
aplikasi ribet mau daftar aja susah percuma ada aplikasi tapi masi di persulit,1
"assalamualaikum kok aplikasi access by KAI tidak bisa di gunakan,maksudnya apa.sya Download aplikasi TDK berfungsi.tolong penjelasannya",5
proses nya lama,4
mantabs,5
mempermudah beli tiket kai,5
"masa iya mau pesen h-44 tapi pas dibuka dan standbye tengah malem malah tiba2 habis tiket ekonomi dari Palembang ke lubuk Linggau 6 ponsel padahal standby buka, seluruh aplikasi lagi baru buka lgsng habis keterangan nya apa memang ada jalur dalam mau pesan ekonomi susah banget apalagi ini langsung aplikasi by KAI harusnya lebih byk ya,kalau memang alasan kuota penumpang memang sedikit tapi peminat banyak harus ditambah dong gerbong nya atau gmna",1
"APL NYA GAK ADA PERUBAHAN TIAP TAHUN DIKALA PENCARIAN TIKET MUDIK LEBARAN,EROR-ANTRIAN-LOADING-ZONK. STANBAY JAM 00:00 JAM 00:06 HABIS!!!!! 👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎",1
"apl gak jelas gak ada perubahan tiap tahun pas posisi pemesanan tiket mudik lebaran,eror,antrian,loading,dan akhir nya ZONK 👎👎👎👎👎👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻",1
"tiap mau pesen kalo gak no seat, high frequency, gak pernah tuh masuk sama sekali pdhl cm 2 tiket, tp di tiket. com 4 tiket langsung aja langsung bisa",1
nice,5
"tolong sistemnya diperbaiki lagi, saya sudah war di jam 00:00 bahkan sebelum jam 00:00 saya sudah stanby di apk tapi pas mau pesen tiketnya malah load lama bgt, pas udah bisa malah kursinya sudah abis, tolong pihak KAI diperbaiki sistemnya",3
fitur delaynya mantap luar biasa membuat kursi tersedia jadi hilang seketika tidak ada kursi... luar biasa bintang -4 dulu,1
"benerin apk lu anjir, gbs dibuka tiap jm 12 malem otp udh msuk tp muter"" mulu",1
"sangat lemot, menghambat dan membuat emosi. Perlu banyak perbaikan aplikasi.",1
terlalu banyak pending sampe keisi orang,1
sangat memuaskan hasilnya,5
sedang dalam pemeliharaan.mau boking tiket gak bisa.aplikasi banyak gangguan menyusahkan pelanggan.sebagai pelanggan kereta api sangat kecewa,1
"aplikasinya gangguan terus.. mau pesen tiket gak bisa2 mana udah jam segini.. takut gk dpet tiket... krna kluarga lain udh kedaftar, ini mau pesen tiket buat yg lain malah gak bisa2.. kenapa dah?? lewat traveloka jg gangguan..",3
"aplikasi ga guna, pesen tiket online ga bikin mudah malah bikin sulit. kalau niat mau digitalisasi minimal pakai developer yg bagus buat bikin apk. ini di akses bareng2 aja udh lemot banyak error nya. gjls bgt",1
masuk apk lemott apk apa ini,1
aplikasi paling jelek kebanyakan bug,1
"percuma tiap hari begadang nunggu tiket gak taunya di PHP,masa nunggu antrian 15 menit giliran diklik tiket habis,hapus. aja apk ga ada guna",1
server apalah nih kai ga jelas bgtt,1
servernya ditingkatkan lagi tolong. waktu waktu traffic ramai pasti ngelag dan banyak kendala. jd males makenya,1
"apaan udah nunggu jadwal lama muncul, gliran uda mau pesen malah eror. uda coba 4x sampe uninstall ttp sama, gmn si kocak niat kaga si buat apk ini wasting time bgt nunggu smpe lumutan",1
"sistem waiting room malah membuat pemesanan tambah sulit. percuma dibuat waiting room, pas beli tiket udah ludes semua. lebih baik pake sistem yang lama. inovasi yang menyulitkan tidak menghadirkan solusi",1
sering banget ngebug,1
ngelag kalau war aduuh tolong dong diperbaiki lagi,1
tidak memudahkan,1
lemot,3
"saya agak sedikit kecewa dengan KAI kenapa nomor antrian pembelian tiket agak aneh... no antriannya naik terus .. sudah dapat no antrian 2 tiba2 naik jadi 4 terus ke 8 dan 11 dimana mana antrian itu turun... dari 4, 3, 2, 1 ini malah sebaliknya.... mohon perhatiannya pada PT KAI",2
tesdulu baru rating satambah responnya nanti,1
aplikasi busukkkk.. mau log in kok gagal mulu.. sering log out ut sendiri.. giliran mau masuk lg susahhhhh. mana sering erorrr gak jelasssssssssss,1
bagus,5
sangat membantu,5
mantap.... process cepat,5
wonderful Indonesia,5
"tidak tersedia face id d stasiun Karawang, alhasil harus beli 2 tiket",1
"beg* pas masuk barcode ada pas keluar kga ada,udh minta bantuan sama penjaga harus baya 2x",1
"Mau cari tiket kereta untuk besok hari Minggu. KAI Akses tp ngga bisa d akses. Kalau pun sedang perawatan sistem, tp ngga ada info sampai kapan. Hmmmm",2
baik,5
kok aplikasi di hp saya dalam pemeliharaan padahal saldo kaipay nya masih banyak,5
"pesan tiket antar lokal p-p, tapi pas cetak tiket malah berangkat dua duanya cuman beda jam, komplain ke petugasnya malah saya yang disalahin salah pesan tiket padahal sudah jelas bukti pembayarannya ada, kalau memang aplikasi nya error harusnya upgrade dong bukannya downgrade, di update malah makin makin gaada langsung gaada tuh bukti pembayarannya mungkin lagi buang sial ya, tolong dong di perbaiki lagi.",1
Ok,5
"utamakan kenyamanan, keselamatan dan ketepatan waktu",5
"uang saya hangus 400rb gegara beli tiket di aplikasi ini, harus nya pihak PT.KAI bisa ngasih aturan bagi calon penumpang yang ketinggalan jadwal keberangkatan kereta uangnya bisa di kembalikan kan kasian cari uang itu ga gampang masa hangus gitu aja aturannya ga jelas cuma menguntungkan sebelah pihak tpi merugikan konsumen/calon penumpang",1
baik,5
sangat memuaskan,5
enak buat mesan tiket kai,5
kenapa aplikasi tidak bisa untuk android 10?,1
"sangat buruk, tidak ada alt pembayaran, harus add dulu. ketika di add selalu gagal. akhirnya tiket pesanan hangus. kan harusnya bisa pakai QRIS, bisa pake trf, bisa pake wallet suami dll. teknologi utk mempermudah, di Konoha justru untuk mempersulit. form juga amburadul tapi diminta upgrade macam².",1
cepat dan mudah utk mengaksesnya,5
lumayan ribet,4
layanan KA makin Oke,5
Sangat membantu,5
